"2233","471926 Jormungandr (2013 KN6)","","","0.8508","1.466","23.54","229.4","232.54","45.22"
"2234","471956 (2013 SC25)","","","0.6486","1.604","10.16","272.91","238.08","301.37"
"2235","471984 (2013 UE3)","","","0.2256","1.026","3.36","49.7","117.46","109.6"
"2236","472263 (2014 RP12)","","","0.4864","1.036","21.09","38.75","96.51","120.6"
"2237","474158 (1999 FA)","","","0.1327","1.078","12.03","166.08","297.03","357.29"
"2238","474163 (1999 SO5)","","","0.0645","1.085","13.37","196.01","359.87","203.33"
"2239","474179 (1999 VS6)","","","0.2231","1.198","27.97","35.28","89.36","249.82"
"2240","474223 (2001 CC32)","","","0.3477","1.644","39.97","318.19","251.96","234.46"
"2241","474231 (2001 HZ7)","","","0.4985","1.47","5.43","156.27","312.89","333.66"
"2242","474238 (2001 RU17)","","","0.2406","0.9584","13.89","170.65","330.37","147.0"
"2243","474425 (2002 YF4)","0.358","","0.3339","1.755","33.68","61.65","93.58","276.87"
"2244","474451 (2003 SR15)","","","0.2783","1.278","14.09","176.18","255.61","77.6"
"2245","474474 (2003 SJ215)","","","0.4251","2.205","6.18","269.74","155.56","244.48"
"2246","474532 (2003 VG1)","","","0.581","2.687","8.89","331.21","136.03","339.26"
"2247","474549 (2003 WX153)","1.488","","0.6029","2.186","32.54","91.35","63.16","263.68"
"2248","474554 (2003 YQ94)","","","0.6182","2.653","8.53","272.31","85.89","62.71"
"2249","474574 (2004 FG1)","","","0.285","1.751","24.17","187.33","21.86","101.96"
"2250","474585 (2004 HC2)","","","0.3114","1.387","55.03","190.33","303.15","109.53"
"2251","474611 (2004 SB56)","","","0.2378","0.8658","18.69","302.03","233.58","286.88"
"2252","474613 (2004 TL19)","","","0.531","2.525","12.54","209.56","195.19","89.29"
"2253","474674 (2005 CZ6)","","","0.4922","2.551","26.66","326.89","104.71","58.36"
"2254","474706 (2005 GC141)","","","0.1992","1.49","28.28","185.93","40.65","111.27"
"2255","475016 (2005 UO)","0.164","","0.5826","1.351","7.7","19.09","258.66","325.88"
"2256","475354 (2006 CE)","","","0.3611","1.779","44.3","331.87","231.35","83.43"
"2257","475462 (2006 SW5)","","","0.3953","1.834","9.02","350.28","129.66","184.12"
"2258","475534 (2006 TS7)","","","0.5803","0.9467","5.5","225.13","300.06","179.88"
"2259","475665 (2006 VY13)","","","0.6142","2.919","4.68","139.88","17.56","273.15"
"2260","475950 (2007 FE1)","0.389","","0.5488","2.017","9.85","44.72","193.23","156.58"
"2261","475967 (2007 JF22)","","","0.5878","3.068","25.4","47.65","125.46","153.84"
"2262","476093 (2007 TC66)","","","0.7099","2.069","10.47","101.9","35.71","359.98"
"2263","476187 (2007 UQ13)","","","0.4254","1.165","29.3","217.66","29.45","248.28"
"2264","476438 (2008 EB9)","0.433","","0.2172","1.563","21.35","341.66","251.47","329.77"
"2265","476601 (2008 SE85)","","","0.5252","1.626","29.61","177.41","294.91","59.2"
"2266","476904 (2008 WK32)","","","0.3786","1.396","15.46","58.74","139.94","6.62"
"2267","477051 (2009 BD2)","","","0.5073","2.591","14.64","165.38","264.04","36.12"
"2268","477162 (2009 ES)","","","0.3292","1.436","30.33","343.7","311.19","149.68"
"2269","477248 (2009 SV)","","","0.2784","1.476","24.94","185.37","4.71","160.87"
"2270","477327 (2009 TB8)","","","0.7056","2.276","10.18","276.54","228.39","212.4"
"2271","477465 (2009 XZ1)","","","0.5338","0.8558","8.16","81.97","153.0","287.55"
"2272","477490 (2010 CG18)","0.652","","0.2261","1.439","10.15","78.78","351.62","78.71"
"2273","477491 (2010 CD19)","0.739","","0.5787","2.258","20.75","309.39","132.64","241.77"
"2274","477492 (2010 CG19)","","","0.1865","1.563","61.94","148.96","117.49","285.6"
"2275","477519 (2010 DJ56)","0.321","","0.2453","1.25","34.84","149.91","309.29","153.78"
"2276","477524 (2010 EH43)","0.991","","0.0441","1.278","37.54","5.4","196.1","295.93"
"2277","477588 (2010 JD87)","0.692","","0.6395","1.428","24.62","338.33","148.61","77.19"
"2278","477719 (2010 SG15)","","","0.4761","2.078","0.83","182.23","199.71","12.81"
"2279","477762 (2010 XZ67)","0.326","","0.4943","2.06","11.85","280.19","169.17","10.12"
"2280","477885 (2011 JT9)","","","0.5185","2.695","19.05","118.95","185.31","69.13"
"2281","478574 (2012 TS78)","","","0.3816","1.608","32.67","8.26","196.77","317.03"
"2282","478784 (2012 UV136)","","","0.1397","1.009","2.1","207.81","290.33","245.3"
"2283","479325 (2013 TV5)","","","0.2527","1.334","18.77","351.18","69.85","299.69"
"2284","479345 (2013 WY67)","","","0.3726","1.342","19.83","63.97","152.02","148.07"
"2285","480004 (2014 KD91)","","","0.5462","2.353","32.24","202.82","234.31","172.25"
"2286","480808 (1994 XL1)","","","0.5262","0.6709","28.17","252.64","356.58","316.89"
"2287","480817 (1998 SJ2)","","","0.5021","2.328","10.39","8.66","332.87","237.72"
"2288","480820 (1998 VF32)","","","0.4438","0.8508","23.75","236.25","320.97","46.56"
"2289","480822 (1998 YM4)","","","0.7196","1.477","3.43","341.74","344.56","35.72"
"2290","480823 (1998 YW5)","","","0.6203","1.24","8.34","219.77","355.17","118.78"
"2291","480824 (1999 JO6)","","","0.4969","2.582","27.81","64.27","251.08","112.31"
"2292","480854 (2001 AO2)","","","0.6111","3.058","19.88","104.05","77.57","212.6"
"2293","480856 (2001 NZ1)","","","0.4037","2.017","24.6","253.84","359.74","196.01"
"2294","480858 (2001 PT9)","","","0.4549","1.468","7.18","329.94","261.67","273.63"
"2295","480883 (2001 YE4)","","","0.5404","0.6769","4.85","305.32","318.99","193.16"
"2296","480885 (2002 AC29)","","","0.5028","1.642","26.61","85.04","129.74","47.71"
"2297","480922 (2002 XP37)","","","0.3593","0.955","21.53","265.87","317.63","95.17"
"2298","480927 (2002 YZ3)","","","0.796","1.943","19.93","350.13","358.79","178.44"
"2299","480934 (2003 LX5)","","","0.5392","2.793","1.26","38.7","148.72","312.89"
"2300","480936 (2003 QH5)","0.537","","0.2201","1.26","17.62","299.2","321.2","306.64"
"2301","480984 (2003 YR70)","","","0.4309","1.896","2.65","301.21","223.03","115.9"
"2302","481025 (2004 VA1)","","","0.5124","1.051","14.9","250.72","20.9","267.07"
"2303","481027 (2004 XN44)","","","0.5711","2.442","2.75","176.7","85.72","222.75"
"2304","481032 (2004 YZ23)","","","0.6772","3.421","56.16","253.04","300.8","92.91"
"2305","481052 (2005 HD4)","","","0.2624","1.441","22.47","224.68","349.75","320.94"
"2306","481127 (2005 UJ6)","","","0.416","1.068","19.0","42.36","131.41","319.56"
"2307","481327 (2006 BB27)","0.216","","0.2457","1.362","27.16","132.16","144.68","54.84"
"2308","481381 (2006 OS5)","","","0.5909","2.865","26.44","293.09","58.33","345.85"
"2309","481394 (2006 SF6)","","","0.2805","0.9502","5.84","227.96","305.57","87.59"
"2310","481442 (2006 WO3)","","","0.4475","0.7997","21.21","252.6","9.7","345.85"
"2311","481457 (2006 XD2)","","","0.425","1.267","3.56","65.58","109.52","53.55"
"2312","481482 (2007 CA19)","","","0.8221","2.806","9.62","169.76","102.82","339.99"
"2313","481532 (2007 LE)","","","0.5158","1.838","29.55","73.62","120.26","162.33"
"2314","481542 (2007 RF5)","","","0.3835","1.064","31.91","12.66","221.47","292.23"
"2315","481543 (2007 RN7)","","","0.1118","1.297","9.84","152.58","232.57","83.06"
"2316","481775 (2008 SX7)","","","0.4837","2.434","6.49","347.91","6.1","181.36"
"2317","481790 (2008 TF4)","","","0.3198","1.894","24.06","213.34","113.28","230.49"
"2318","481817 (2008 UL90)","","","0.3799","0.695","24.31","81.12","183.66","322.84"
"2319","481904 (2009 BB11)","","","0.1481","1.375","19.48","121.28","293.62","228.09"
"2320","481918 (2009 BE77)","","","0.8303","2.51","20.99","200.71","27.49","53.54"
"2321","481965 (2009 EB1)","","","0.4543","1.106","12.51","151.29","187.58","323.74"
"2322","481984 Cernunnos (2009 KL2)","","","0.4693","2.2","9.46","173.71","165.79","342.19"
"2323","481985 (2009 KM7)","","","0.4873","2.239","17.93","212.65","90.4","328.17"
"2324","481989 (2009 QB35)","","","0.4978","2.286","5.05","226.19","157.53","241.99"
"2325","482049 (2009 XG8)","","","0.1896","1.428","59.9","50.9","151.34","342.17"
"2326","482054 (2010 AE)","0.413","","0.377","1.489","15.98","294.47","270.86","217.48"
"2327","482055 (2010 AH30)","1.855","","0.5501","2.288","43.35","104.39","118.83","157.5"
"2328","482111 (2010 NT1)","0.383","","0.2179","1.458","39.53","283.25","306.32","282.0"
"2329","482228 (2011 BH10)","","","0.3725","1.583","12.46","323.83","81.06","159.89"
"2330","482234 (2011 CG71)","","","0.1627","1.321","4.53","329.27","178.92","258.62"
"2331","482244 (2011 HR)","","","0.0518","1.315","16.21","98.38","294.86","56.88"
"2332","482250 (2011 LL2)","","","0.0964","1.134","24.68","68.23","163.65","5.18"
"2333","482344 (2011 WL15)","","","0.2819","1.352","18.39","72.9","170.74","125.42"
"2334","482391 (2012 AN23)","","","0.3635","1.85","6.17","220.11","219.68","212.08"
"2335","482467 (2012 LK9)","","","0.6198","2.511","10.14","61.83","314.57","89.23"
"2336","482488 (2012 SW20)","","","0.6766","2.467","10.08","209.1","63.05","165.54"
"2337","482505 (2012 TQ78)","","","0.3835","1.201","11.38","51.89","119.05","225.05"
"2338","482533 (2012 UA34)","","","0.8017","0.7859","19.78","18.97","222.42","65.65"
"2339","482562 (2012 VN82)","","","0.5066","1.551","9.72","228.58","331.29","184.12"
"2340","482566 (2012 WK4)","","","0.3075","1.205","4.29","150.91","161.91","2.99"
"2341","482650 (2013 BK18)","","","0.4946","1.627","28.88","137.67","64.69","47.86"
"2342","482718 (2013 ET9)","","","0.18","1.242","12.32","190.64","72.44","348.07"
"2343","482766 (2013 GF69)","","","0.4981","1.967","10.01","174.82","153.25","139.94"
"2344","482796 (2013 QJ10)","","","0.4251","0.9592","18.15","327.42","243.89","91.31"
"2345","482798 (2013 QK48)","","","0.8298","1.586","18.97","141.4","47.17","107.21"
"2346","483408 (1999 TZ4)","","","0.1571","1.515","32.01","15.06","61.62","320.61"
"2347","483422 (2000 CE59)","","","0.1668","1.138","12.26","318.61","307.57","341.13"
"2348","483423 (2000 DO1)","","","0.6822","1.43","3.46","335.69","302.94","340.94"
"2349","483432 (2001 DF47)","","","0.3708","1.215","18.47","146.62","260.28","228.16"
"2350","483453 (2002 AN11)","","","0.3352","1.817","19.87","278.63","116.77","285.33"
"2351","483459 (2002 EM6)","","","0.1414","1.16","31.76","169.48","121.04","239.35"
"2352","483468 (2002 JY8)","","","0.596","2.332","24.32","127.87","188.05","194.25"
"2353","483471 (2002 LS32)","","","0.697","1.784","8.85","239.76","151.77","271.58"
"2354","483472 (2002 NX)","","","0.4336","1.741","15.01","288.37","62.43","36.4"
"2355","483504 (2002 XN14)","","","0.4406","1.768","11.8","86.14","310.99","296.32"
"2356","483506 (2002 XU66)","","","0.5375","2.754","24.45","285.37","90.01","25.89"
"2357","483508 (2003 CR1)","0.202","","0.4629","1.453","12.72","310.93","101.98","44.99"
"2358","483509 (2003 CH11)","","","0.5216","2.315","36.48","134.51","322.01","183.22"
"2359","483531 (2003 UF22)","","","0.3799","1.884","11.7","27.89","13.4","191.17"
"2360","483547 (2003 WM25)","","","0.5663","2.617","12.23","67.75","295.19","96.86"
"2361","483560 (2004 BV1)","","","0.3676","1.463","12.16","96.73","223.29","239.61"
"2362","483563 (2004 BD68)","","","0.8295","1.901","19.24","172.04","203.89","138.38"
"2363","483566 (2004 BE85)","","","0.5188","2.692","23.98","275.62","268.64","323.2"
"2364","483656 (2005 ES70)","","","0.3863","0.7633","20.81","352.81","351.0","211.0"
"2365","483662 (2005 EY223)","","","0.3518","1.802","30.66","155.38","330.08","229.84"
"2366","483856 (2005 YV55)","","","0.3924","1.958","5.93","126.55","308.37","104.71"
"2367","483878 (2005 YS165)","","","0.4447","1.968","33.98","86.08","10.32","60.33"
"2368","483989 (2006 CY10)","","","0.484","1.96","6.77","32.48","167.42","58.54"
"2369","484199 (2006 WS1)","","","0.4641","1.221","17.99","312.1","319.92","95.65"
"2370","484402 (2007 XH16)","0.452","","0.2349","1.187","27.43","91.27","58.33","267.84"
"2371","484403 (2007 XF25)","","","0.1323","1.183","24.49","272.75","302.65","224.73"
"2372","484462 (2008 CM20)","","","0.2228","1.306","21.07","306.91","226.7","299.96"
"2373","484506 (2008 ER7)","","","0.6239","1.487","2.24","323.39","81.07","335.42"
"2374","484517 (2008 EC69)","","","0.6213","2.747","24.85","93.22","178.29","294.37"
"2375","484725 (2008 XP2)","","","0.3468","1.889","23.24","58.68","0.99","209.98"
"2376","484757 (2009 BL2)","","","0.6013","2.475","7.04","146.65","58.56","73.37"
"2377","484795 (2009 DE47)","","","0.2757","1.096","20.06","29.81","41.9","285.51"
"2378","484850 (2009 HF88)","","","0.5104","2.578","24.82","222.51","282.94","30.99"
"2379","484976 (2009 UN3)","","","0.5756","2.328","37.43","141.95","338.78","165.91"
"2380","485051 (2010 CM44)","","","0.4829","2.316","6.28","10.73","197.19","148.31"
"2381","485110 (2010 HZ108)","0.356","","0.2086","1.249","22.88","173.98","106.69","350.2"
"2382","485652 (2011 WO41)","","","0.7276","3.027","20.17","110.96","126.46","225.92"
"2383","485823 (2012 DF61)","","","0.4977","1.149","5.31","15.37","27.41","104.77"
"2384","485882 (2012 FK35)","","","0.5813","1.452","35.95","18.38","303.12","198.46"
"2385","486001 (2012 MR7)","","","0.1902","1.556","22.69","276.23","167.74","177.79"
"2386","486607 (2013 KY1)","","","0.5298","2.618","19.07","122.27","136.43","346.46"
"2387","486692 (2013 VC13)","","","0.5882","1.524","7.19","199.95","61.41","188.96"
"2388","486739 (2014 EW24)","","","0.4199","1.36","8.58","48.17","342.18","247.23"
"2389","487577 (2014 YQ15)","","","0.2358","0.9638","10.92","81.83","252.34","287.63"
"2390","487580 (2015 BA92)","","","0.5642","1.131","17.33","116.63","181.36","215.04"
"2391","487583 (2015 FJ36)","","","0.3095","1.025","4.43","291.18","98.2","237.19"
"2392","488450 (1994 JX)","","","0.5831","2.743","32.17","52.16","193.93","313.2"
"2393","488453 (1994 XD)","","","0.7336","2.344","4.33","96.02","249.54","232.65"
"2394","488461 (1996 FS1)","","","0.762","1.449","38.8","170.03","224.6","44.29"
"2395","488465 (1998 HK1)","","","0.4268","2.159","7.92","213.53","24.96","243.02"
"2396","488474 (1999 HD1)","","","0.4179","1.132","18.21","209.85","147.98","285.35"
"2397","488486 (1999 VQ6)","","","0.5116","2.592","27.61","203.46","254.32","65.17"
"2398","488490 (2000 AF205)","","","0.277","1.035","2.41","219.9","127.51","307.03"
"2399","488494 (2000 JA3)","0.766","","0.4557","2.256","10.2","119.54","151.42","181.43"
"2400","488509 (2000 UW13)","","","0.1454","1.275","26.46","33.57","39.84","115.19"
"2401","488515 (2001 FE90)","","","0.4953","1.934","8.81","98.38","145.44","43.14"
"2402","488579 (2002 FQ4)","","","0.1944","1.521","34.94","182.37","68.51","173.22"
"2403","488580 (2002 GK8)","","","0.4013","1.842","38.99","47.78","266.8","107.91"
"2404","488615 (2002 SR)","","","0.196","1.18","6.69","160.85","285.2","327.43"
"2405","488636 (2002 WY12)","","","0.4338","1.97","20.6","62.04","6.01","104.42"
"2406","488640 (2003 FR6)","","","0.3979","1.988","40.53","185.96","72.67","355.28"
"2407","488645 (2003 OV)","","","0.8561","2.243","10.32","261.55","148.12","222.12"
"2408","488693 (2003 WW87)","","","0.5697","2.6","46.85","46.07","349.33","89.2"
"2409","488698 (2003 XV10)","","","0.6797","1.435","11.58","1.81","321.54","306.97"
"2410","488789 (2004 XK50)","1.039","","0.6886","1.451","38.23","94.05","104.01","314.44"
"2411","488803 (2005 GB120)","0.209","","0.3947","0.7912","9.15","160.86","243.83","223.41"
"2412","489203 (2006 JT)","1.52","","0.4783","2.403","36.38","20.88","162.61","99.01"
"2413","489235 (2006 QA58)","","","0.1729","1.25","26.61","152.44","283.75","193.8"
"2414","489337 (2006 UM)","","","0.5396","2.234","15.89","56.92","55.33","235.01"
"2415","489453 (2007 BX48)","","","0.3599","1.387","14.81","303.02","8.13","353.16"
"2416","489486 (2007 GS3)","","","0.1291","1.061","15.09","215.38","61.1","306.81"
"2417","489885 (2008 HY37)","","","0.3545","1.72","35.14","26.06","1.69","102.49"
"2418","489900 (2008 KP)","","","0.7896","1.101","59.85","62.45","345.02","300.41"
"2419","490354 (2009 FF19)","","","0.4092","1.213","0.56","84.88","244.79","62.48"
"2420","490581 (2009 WZ104)","0.237","","0.1926","0.8555","9.84","263.23","10.59","209.78"
"2421","490636 (2010 DP)","","","0.3958","1.766","36.45","174.52","286.86","299.12"
"2422","490684 (2010 LL34)","","","0.5544","1.28","22.73","120.24","271.02","190.55"
"2423","490791 (2010 VE1)","","","0.3624","1.996","7.15","54.87","98.68","50.08"
"2424","491007 (2011 GL62)","","","0.707","1.14","15.7","189.81","244.42","55.49"
"2425","491424 (2012 ET14)","","","0.5663","1.681","66.23","166.65","174.47","291.68"
"2426","491565 (2012 QF49)","","","0.4925","2.26","28.24","30.65","30.69","296.17"
"2427","491567 (2012 RG3)","","","0.5283","1.575","15.9","112.97","35.28","128.66"
"2428","491842 (2013 AB53)","","","0.4872","2.417","5.47","163.96","229.48","180.65"
"2429","492143 (2013 OE)","","","0.509","2.033","9.79","229.97","220.27","7.92"
"2430","492478 (2014 NB39)","1.084","","0.686","1.675","17.02","218.44","179.67","46.66"
"2431","494658 (2000 UG11)","","","0.5718","1.929","8.91","223.89","240.91","109.46"
"2432","494689 (2004 JR)","","","0.6456","1.891","45.47","209.5","139.59","71.52"
"2433","494690 (2004 JQ1)","","","0.45","1.193","32.83","77.05","272.66","110.61"
"2434","494696 (2004 RN335)","","","0.4166","2.21","8.83","70.36","242.83","177.75"
"2435","494697 (2004 SW55)","","","0.334","1.428","8.79","75.12","352.86","112.35"
"2436","494706 (2005 GL9)","","","0.896","2.142","20.05","225.61","162.22","235.08"
"2437","494710 (2005 MO13)","","","0.4108","0.8635","6.32","176.54","250.22","23.11"
"2438","494713 (2005 OU2)","","","0.3733","1.235","47.78","127.34","310.17","211.72"
"2439","494880 (2008 SQ7)","","","0.2978","1.354","16.57","184.9","272.48","271.71"
"2440","494975 (2009 WO106)","","","0.3853","1.374","17.35","281.68","134.69","350.35"
"2441","494999 (2010 JU39)","","","0.546","0.9191","36.22","95.16","311.38","21.51"
"2442","495021 (2010 SH15)","","","0.0331","1.271","4.05","0.88","96.75","111.79"
"2443","495102 (2011 UU106)","","","0.482","1.826","9.93","251.76","242.19","209.31"
"2444","495168 (2012 HC34)","","","0.3923","1.853","36.32","45.13","275.02","86.54"
"2445","495187 (2012 VO76)","","","0.215","1.204","36.95","229.46","297.37","211.03"
"2446","495222 (2013 GU38)","","","0.2734","1.579","17.85","206.85","66.08","77.13"
"2447","495278 (2013 RD32)","","","0.5281","2.695","11.58","169.17","87.02","306.2"
"2448","495316 (2014 GD45)","","","0.469","2.108","7.2","24.15","239.75","267.34"
"2449","495323 (2014 JG78)","","","0.5633","1.324","17.92","178.94","198.18","136.01"
"2450","495331 (2014 KF91)","","","0.4248","2.139","6.97","232.88","34.9","247.42"
"2451","495417 (2014 SO143)","","","0.4163","2.169","1.85","191.32","99.51","215.39"
"2452","495511 (2014 UD206)","","","0.43","2.126","6.48","19.87","302.26","247.89"
"2453","495615 (2015 PQ291)","","","0.2375","0.9824","34.6","234.38","198.97","21.58"
"2454","495829 (1995 LG)","","","0.7906","1.065","43.59","276.43","160.14","190.77"
"2455","495833 (2000 SB8)","","","0.4817","2.277","8.81","42.61","312.66","117.82"
"2456","495848 (2002 QD7)","","","0.6475","2.421","11.63","197.91","197.18","52.08"
"2457","495857 (2003 MT)","","","0.5609","2.789","25.16","258.17","44.36","285.12"
"2458","495858 (2003 MJ4)","0.342","","0.5619","2.303","5.31","77.37","271.83","124.93"
"2459","495891 (2004 VS60)","","","0.4643","2.176","20.29","239.17","94.43","216.26"
"2460","495930 (2006 AR2)","","","0.4176","1.488","29.98","278.13","287.51","283.11"
"2461","495959 (2007 ML6)","","","0.4658","2.233","11.4","109.7","221.06","170.07"
"2462","495960 (2007 MT20)","","","0.6132","1.846","16.65","226.33","148.67","93.13"
"2463","496001 (2007 VR183)","","","0.6175","2.691","23.49","220.42","298.08","3.91"
"2464","496005 (2007 XJ16)","","","0.5568","2.257","6.24","309.06","32.93","149.18"
"2465","496013 (2008 EL6)","","","0.4807","1.728","13.14","177.64","38.41","267.36"
"2466","496018 (2008 NU)","","","0.5307","2.747","10.72","289.81","19.66","296.63"
"2467","496124 (2010 EK12)","","","0.4253","2.257","14.87","299.99","275.13","211.24"
"2468","496174 (2011 CQ4)","0.657","","0.5832","2.002","23.74","85.97","86.46","45.62"
"2469","496230 (2012 CL2)","","","0.5037","2.19","36.03","146.68","285.33","125.16"
"2470","496326 (2013 LB1)","","","0.5216","2.603","32.01","262.17","313.84","7.8"
"2471","496327 (2013 MY6)","","","0.5031","1.532","52.23","124.97","9.84","261.92"
"2472","496816 (1989 UP)","0.3","","0.4723","1.861","3.85","53.15","17.84","51.75"
"2473","496817 (1989 VB)","0.4","","0.4602","1.862","2.18","37.83","330.93","73.57"
"2474","496818 (1993 RA)","","","0.4164","1.918","5.6","171.63","265.46","354.16"
"2475","496837 (1998 SB15)","0.337","","0.1614","1.226","15.63","6.74","67.7","302.47"
"2476","496860 (1999 XL136)","","","0.6466","1.819","8.91","269.96","275.46","189.09"
"2477","496861 (2000 BE19)","","","0.5586","1.869","10.12","71.54","326.55","58.22"
"2478","496869 (2000 QU7)","","","0.6474","2.282","22.32","339.11","87.78","97.92"
"2479","496901 (2001 HB)","","","0.6939","1.314","9.28","195.81","238.02","161.93"
"2480","496962 (2002 GP186)","0.175","","0.3311","1.285","8.11","31.17","24.85","194.8"
"2481","496981 (2002 RP28)","","","0.3905","1.661","7.99","163.33","250.75","268.14"
"2482","497025 (2003 QW30)","","","0.3316","1.053","11.28","164.52","303.17","116.3"
"2483","497094 (2004 AH)","","","0.4228","1.996","16.0","109.6","300.86","287.56"
"2484","497096 (2004 BW1)","","","0.5214","2.309","4.3","76.6","295.11","118.23"
"2485","497113 (2004 EK1)","","","0.2507","1.25","11.64","166.83","300.47","227.61"
"2486","497117 (2004 FU4)","","","0.2639","1.26","23.25","31.56","46.33","215.14"
"2487","497135 (2004 QD20)","","","0.697","2.173","17.53","224.2","353.38","261.17"
"2488","497174 (2004 TK10)","","","0.2987","1.058","24.6","205.29","347.74","342.66"
"2489","497176 (2004 TQ13)","","","0.5167","2.677","10.47","233.15","163.37","300.36"
"2490","497230 (2005 CU25)","","","0.4674","2.437","8.82","93.35","122.46","118.08"
"2491","497232 (2005 EF)","","","0.1663","1.207","18.59","350.71","269.49","144.28"
"2492","497236 (2005 EJ94)","","","0.54","2.469","7.16","327.74","286.08","82.58"
"2493","497245 (2005 FH)","","","0.6515","2.701","35.15","143.55","318.33","261.12"
"2494","497626 (2006 QT89)","","","0.4727","1.482","24.47","162.36","56.3","299.96"
"2495","498066 (2007 RM133)","0.589","","0.4413","2.21","10.76","106.04","181.28","227.12"
"2496","498068 (2007 RT146)","","","0.4485","1.837","16.81","195.99","86.39","157.03"
"2497","498125 (2007 TG15)","","","0.4735","2.255","4.6","282.13","136.75","112.09"
"2498","498143 (2007 TR65)","1.531","","0.5615","1.154","43.48","23.74","215.75","288.22"
"2499","498441 (2008 AZ110)","","","0.5285","2.634","3.87","301.13","293.57","4.63"
"2500","498548 (2008 GH110)","","","0.281","1.273","29.24","205.88","248.67","184.11"
"2501","498550 (2008 HV4)","","","0.2779","1.426","20.82","223.98","249.53","189.11"
"2502","498918 (2009 BF)","","","0.3067","1.828","51.71","295.97","347.32","139.96"
"2503","499307 (2009 WC52)","","","0.5542","2.522","7.15","178.63","149.28","28.33"
"2504","499490 (2010 MW)","1.202","","0.4713","2.277","21.35","246.24","105.6","135.33"
"2505","499496 (2010 MR87)","0.357","","0.3907","1.734","34.99","195.26","132.49","243.82"
"2506","499582 (2010 TH19)","0.461","","0.3101","1.464","6.83","254.2","201.5","139.78"
"2507","499672 (2010 VK188)","","","0.4544","2.354","5.05","51.75","352.31","65.1"
"2508","499986 (2011 NP)","","","0.1953","1.592","39.05","295.11","355.0","58.47"
"2509","499998 (2011 PT)","","","0.2166","1.316","2.22","70.54","299.59","139.56"
"2510","500080 (2011 WV134)","","","0.6751","2.797","6.02","157.59","25.88","335.03"
"2511","500094 (2012 BC20)","","","0.279","1.374","23.84","151.62","103.94","134.3"
"2512","500136 (2012 CO46)","","","0.1971","1.321","3.63","349.6","64.39","96.5"
"2513","500749 (2013 AP60)","","","0.7511","2.866","21.89","251.0","49.21","250.32"
"2514","500922 (2013 PE26)","","","0.6122","1.553","45.56","315.98","204.54","241.73"
"2515","501243 (2013 VG13)","","","0.3546","1.045","7.8","156.56","24.75","3.48"
"2516","501567 (2014 NF63)","","","0.4209","2.049","2.18","297.36","326.13","322.27"
"2517","501647 (2014 SD224)","","","0.3309","0.9782","4.59","286.24","277.23","313.11"
"2518","501878 (2014 WF365)","2.177","","0.7616","2.264","17.82","165.68","15.23","44.38"
"2519","501934 (2014 XT3)","","","0.4672","2.258","11.04","321.57","14.83","137.34"
"2520","503274 (2015 QE9)","","","0.2485","1.593","11.37","135.91","322.0","296.47"
"2521","503277 (2015 RT83)","","","0.3029","1.662","12.25","316.08","117.92","229.17"
"2522","503293 (2016 AA9)","","","0.2425","1.697","7.01","275.01","115.53","228.85"
"2523","503861 (1998 WZ1)","","","0.5567","2.164","4.31","344.81","137.41","159.58"
"2524","503865 (1999 VM11)","","","0.2791","1.595","17.05","218.0","206.45","318.88"
"2525","503871 (2000 SL)","","","0.395","1.54","38.35","207.72","70.21","95.99"
"2526","503880 (2000 YJ29)","","","0.8306","1.96","43.85","265.96","327.95","5.42"
"2527","503892 (2001 UF18)","","","0.6097","1.141","31.26","45.96","202.61","340.14"
"2528","503911 (2002 FD6)","","","0.3421","1.233","10.06","15.14","256.93","51.16"
"2529","503941 (2003 UV11)","0.26","","0.7627","1.454","5.93","31.77","124.94","189.05"
"2530","503960 (2004 QF1)","","","0.2906","1.051","17.82","332.9","174.08","130.47"
"2531","503966 (2004 RX109)","","","0.8113","2.211","28.99","200.55","37.34","185.72"
"2532","504025 (2005 RQ6)","","","0.5499","2.507","12.46","36.1","5.55","16.25"
"2533","504033 (2005 UN157)","","","0.8583","2.512","44.38","21.46","210.13","48.16"
"2534","504034 (2005 UJ159)","","","0.8319","3.342","35.61","80.24","95.79","90.97"
"2535","504074 (2006 AD)","","","0.4899","1.048","54.99","120.36","87.27","99.42"
"2536","504181 (2006 TC)","","","0.912","1.538","19.55","151.75","61.52","34.12"
"2537","504256 (2006 VD13)","","","0.4839","1.948","11.72","313.94","162.91","330.93"
"2538","504392 (2007 VO243)","","","0.4006","1.843","9.62","95.88","230.66","117.79"
"2539","504505 (2008 MH1)","","","0.5755","2.709","7.73","303.36","15.56","311.28"
"2540","504680 (2009 EO2)","","","0.4808","1.712","11.48","264.63","220.62","178.79"
"2541","504711 (2009 SP171)","","","0.356","1.356","25.62","223.08","285.2","329.48"
"2542","504800 (2010 CO1)","0.38","","0.2179","1.013","24.02","351.55","252.72","105.66"
"2543","504827 (2010 KZ117)","0.615","","0.5112","2.272","33.19","314.09","321.48","179.71"
"2544","504887 (2010 WL)","","","0.536","2.311","22.86","266.22","129.8","104.49"
"2545","504928 (2011 CO2)","","","0.4527","2.267","32.45","104.07","352.88","112.89"
"2546","504994 (2011 JU2)","1.492","","0.4603","2.014","56.1","47.22","301.29","322.68"
"2547","505019 (2011 QH21)","","","0.2335","1.308","22.84","241.27","269.4","21.82"
